Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category
Teacher,101022,17,PhD,0.65,0.58,0.06,Low
Chef,116377,14,PhD,0.04,1.26,0.62,Medium
Mechanic,125614,8,High School,0.12,1.25,0.38,Medium
UX Researcher,70577,22,Master's,0.41,1.38,0.47,Medium
Lawyer,70214,21,Master's,0.99,1.24,0.57,Medium
Marketing Manager,115416,29,Bachelor's,0.5,1.39,0.64,Medium
HR Specialist,138176,7,Master's,0.56,0.56,0.53,Medium
Truck Driver,88744,15,High School,0.11,1.33,0.89,High
Chef,55759,24,Master's,0.51,0.8,0.63,Medium
Security Guard,37589,18,Bachelor's,0.5,0.95,0.9,High
Truck Driver,119485,21,High School,0.25,0.67,0.82,High
Security Guard,55090,8,Bachelor's,0.68,0.89,0.73,High
Chef,102889,19,High School,0.54,1.21,0.46,Medium
Chef,93282,29,Master's,0.67,1,0.63,Medium
Teacher,40892,19,PhD,0.5,0.83,0.14,Low
Data Scientist,132524,8,High School,0.78,1.41,0.56,Medium
Teacher,56006,13,Master's,0.47,0.52,0.25,Low
Truck Driver,60805,20,Bachelor's,0.31,0.66,0.79,High
Lawyer,86121,28,Master's,0.61,1.49,0.45,Medium
Data Scientist,70344,14,High School,0.65,0.55,0.42,Medium
Truck Driver,62185,5,High School,0.87,0.59,0.76,High
HR Specialist,133060,9,High School,0.52,0.8,0.4,Medium
Doctor,149756,8,High School,0.64,0.67,0.07,Low
Retail Worker,31981,7,Master's,0.95,0.94,0.71,High
UX Researcher,66443,3,High School,0.53,1.3,0.62,Medium
Construction Worker,89434,5,PhD,0.82,0.51,0.84,High
Nurse,73159,20,Bachelor's,0.02,0.56,0.08,Low
Data Scientist,103298,14,Master's,0.14,1.36,0.5,Medium
Teacher,65357,3,Bachelor's,0.01,0.91,0.11,Low
Teacher,86735,6,High School,0.07,1.33,0.09,Low
Lawyer,131977,0,Master's,0.02,1.27,0.4,Medium
Nurse,79684,7,Master's,0.43,0.67,0.3,Low
Research Scientist,90273,25,Bachelor's,0.38,0.69,0.17,Low
Customer Support,85547,1,PhD,0.01,0.72,0.88,High
Lawyer,117429,26,PhD,0.63,0.72,0.4,Medium
Research Scientist,40208,23,Bachelor's,0.01,1.2,0.11,Low
Construction Worker,74056,23,Bachelor's,0.39,0.6,0.78,High
AI Engineer,53553,8,Bachelor's,0.67,1.08,0.28,Low
Retail Worker,54287,4,High School,0.3,0.57,0.95,High
HR Specialist,48803,27,PhD,0.52,1.07,0.3,Low
Teacher,113192,28,High School,0.83,0.74,0.28,Low
Teacher,128740,9,Bachelor's,0.23,0.63,0.27,Low
Mechanic,38996,20,Master's,0.2,1.05,0.52,Medium
Graphic Designer,79210,8,High School,0.68,1.03,0.67,Medium
Nurse,134439,13,Bachelor's,0.09,1.14,0.2,Low
Mechanic,41135,22,Bachelor's,0.01,1.1,0.56,Medium
Graphic Designer,110709,6,High School,0.96,1.44,0.68,Medium
UX Researcher,78416,13,Bachelor's,0.18,0.96,0.48,Medium
AI Engineer,57309,7,Bachelor's,0.23,1.45,0.09,Low
AI Engineer,67542,17,PhD,0.98,1.34,0.16,Low
Lawyer,50723,7,Bachelor's,0.44,1.45,0.52,Medium
Financial Analyst,62081,26,PhD,0.05,0.58,0.58,Medium
Lawyer,129443,7,PhD,0.3,0.53,0.61,Medium
Data Scientist,55482,13,High School,0.3,0.77,0.56,Medium
Graphic Designer,103933,8,PhD,0.51,1.18,0.47,Medium
UX Researcher,43997,29,PhD,0.34,0.63,0.55,Medium
Lawyer,66258,11,PhD,0.43,0.72,0.47,Medium
Chef,132495,23,PhD,0.92,1.2,0.55,Medium
Data Scientist,135071,26,High School,0.86,0.91,0.49,Medium
Marketing Manager,50954,29,Bachelor's,0.49,0.51,0.57,Medium
Security Guard,45590,11,PhD,0.11,1.06,0.82,High
HR Specialist,118035,16,Bachelor's,0.78,0.69,0.58,Medium
Truck Driver,147488,2,Bachelor's,0.52,1.45,0.82,High
HR Specialist,111506,23,Bachelor's,0.52,0.8,0.59,Medium
Marketing Manager,104644,7,Master's,0.86,0.5,0.54,Medium
Retail Worker,85197,4,Master's,0.02,1.34,0.94,High
Chef,145435,22,PhD,0.87,1.33,0.61,Medium
UX Researcher,31113,3,High School,0.62,1.47,0.42,Medium
Retail Worker,119374,27,Bachelor's,0.47,0.8,0.88,High
Retail Worker,105450,27,PhD,0.61,1.3,0.95,High
Research Scientist,113453,18,PhD,0.42,0.85,0.07,Low
Mechanic,62656,1,High School,0.73,1.02,0.62,Medium
Retail Worker,50823,4,PhD,0.31,1.15,0.84,High
Security Guard,52879,25,PhD,0.38,0.71,0.82,High
Teacher,132132,29,PhD,0.29,1.4,0.09,Low
Research Scientist,32693,27,Bachelor's,0.14,1.25,0.13,Low
Doctor,69812,26,PhD,0.67,0.51,0.27,Low
Nurse,58353,24,PhD,0.45,1.12,0.2,Low
Construction Worker,103969,16,PhD,0.94,1.18,0.94,High
UX Researcher,34110,14,Bachelor's,0.65,1.48,0.54,Medium
Retail Worker,73105,23,PhD,0.53,0.91,0.86,High
Security Guard,147323,9,Master's,0.62,0.67,0.77,High
Software Engineer,97720,13,Master's,0.27,0.72,0.44,Medium
Financial Analyst,30877,20,High School,0.05,0.61,0.48,Medium
AI Engineer,38499,9,Master's,0.47,0.82,0.15,Low
Software Engineer,135634,0,High School,0.24,1.28,0.66,Medium
Teacher,88843,24,PhD,0.06,1.37,0.13,Low
Nurse,68966,22,Bachelor's,0.79,1.13,0.15,Low
Graphic Designer,95490,17,High School,0.09,0.96,0.7,Medium
Graphic Designer,101786,2,PhD,0.21,1.2,0.52,Medium
Research Scientist,41808,24,Bachelor's,0.7,0.78,0.3,Low
Software Engineer,44903,18,Master's,0.38,0.52,0.3,Low
UX Researcher,93615,16,High School,0.01,0.98,0.35,Medium
AI Engineer,81141,10,Bachelor's,0.13,0.67,0.27,Low
Truck Driver,126705,27,Master's,0.67,0.66,0.76,High
Customer Support,57254,8,Bachelor's,0.58,0.83,0.84,High
Mechanic,126923,28,PhD,0.64,1.08,0.39,Medium
Truck Driver,71689,28,Bachelor's,0.96,0.56,0.71,High
AI Engineer,49546,5,High School,0.22,0.89,0.26,Low
Truck Driver,41398,22,High School,0.32,0.9,0.91,High
Marketing Manager,142301,27,Bachelor's,0.46,1.25,0.46,Medium
UX Researcher,73042,28,Master's,0.41,0.58,0.55,Medium
Mechanic,110094,10,PhD,0.13,0.74,0.57,Medium
UX Researcher,126155,9,High School,0.41,0.71,0.58,Medium
Nurse,128464,15,Master's,0.62,1.37,0.22,Low
Lawyer,139791,4,PhD,0.66,0.61,0.66,Medium
Security Guard,56745,1,PhD,0.62,1.01,0.78,High
UX Researcher,94558,25,High School,0.16,0.88,0.49,Medium
Mechanic,91478,11,Master's,0.87,1.32,0.41,Medium
Marketing Manager,125980,1,High School,0.46,0.76,0.54,Medium
Retail Worker,128708,15,PhD,0.06,1.22,0.86,High
Security Guard,41638,26,High School,0.94,1.5,0.81,High
Research Scientist,54829,26,PhD,0.97,0.51,0.29,Low
Graphic Designer,50720,28,Master's,0.21,1.17,0.64,Medium
Teacher,99981,2,High School,0.43,1.17,0.09,Low
Truck Driver,104541,22,Master's,0.38,1.25,0.88,High
Nurse,30733,7,Bachelor's,0.89,0.69,0.19,Low
HR Specialist,127760,27,High School,0.61,1.11,0.61,Medium
Truck Driver,56819,1,PhD,0.58,1.3,0.89,High
Customer Support,105954,27,Master's,0.91,1.31,0.84,High
Research Scientist,145386,21,Master's,0.88,0.82,0.21,Low
Nurse,101360,9,High School,0.42,0.63,0.22,Low
Construction Worker,108349,1,High School,0.63,1.42,0.81,High
Truck Driver,137102,19,Master's,0.25,1.15,0.89,High
Customer Support,97310,29,PhD,0.39,0.53,0.93,High
Customer Support,121111,6,Bachelor's,0.32,1,0.89,High
Research Scientist,85983,11,Bachelor's,0.63,1.11,0.12,Low
Graphic Designer,98407,13,Master's,0.71,1.44,0.33,Medium
Marketing Manager,130641,19,Master's,0.93,1.46,0.32,Medium
UX Researcher,56363,3,Bachelor's,0.47,1.37,0.35,Medium
Chef,56187,17,Bachelor's,0.56,0.6,0.53,Medium
Data Scientist,133171,29,Bachelor's,0.65,1.23,0.61,Medium
Teacher,143968,21,PhD,0.61,1.37,0.2,Low
AI Engineer,89376,8,PhD,0.18,0.67,0.06,Low
HR Specialist,70305,22,PhD,0.1,1.14,0.36,Medium
Financial Analyst,47054,5,PhD,0.69,1.12,0.42,Medium
Mechanic,103080,17,High School,0.71,1.49,0.34,Medium
UX Researcher,55401,21,Bachelor's,0.21,0.5,0.36,Medium
Software Engineer,41928,7,Bachelor's,0.31,1.04,0.34,Medium
Doctor,140177,24,Bachelor's,0.4,0.84,0.25,Low
Graphic Designer,47024,28,PhD,0.42,1.41,0.34,Medium
Teacher,39612,10,Master's,0.19,1,0.3,Low
Truck Driver,51450,1,High School,0.45,1.44,0.82,High
Mechanic,149511,27,Master's,0.51,1.34,0.43,Medium
Construction Worker,106554,21,High School,0.55,0.54,0.73,High
HR Specialist,97173,3,High School,0.07,0.98,0.67,Medium
Software Engineer,44517,3,Bachelor's,0.59,0.71,0.54,Medium
Security Guard,31321,22,Master's,0.93,1.18,0.71,High
AI Engineer,93001,25,High School,0.32,1.32,0.09,Low
Chef,35685,23,Bachelor's,0.72,1.22,0.37,Medium
Data Scientist,35335,13,High School,0.57,0.58,0.69,Medium
Mechanic,110286,26,Bachelor's,0.52,1.2,0.37,Medium
Doctor,45641,16,PhD,0.57,1.18,0.26,Low
Retail Worker,50242,5,PhD,0.54,1.27,0.95,High
Teacher,60166,19,Master's,0.57,1.38,0.15,Low
UX Researcher,61232,15,Master's,0.79,0.69,0.44,Medium
Graphic Designer,78720,29,PhD,0.33,0.51,0.68,Medium
Construction Worker,125110,4,Bachelor's,0.47,1.41,0.8,High
Marketing Manager,113128,7,High School,0.34,0.72,0.66,Medium
Teacher,120605,29,PhD,0.39,1.29,0.11,Low
Customer Support,39513,18,Bachelor's,0.56,1.1,0.84,High
UX Researcher,57177,0,Master's,0.85,0.65,0.44,Medium
Marketing Manager,85572,8,Master's,0.87,0.71,0.31,Medium
Mechanic,147849,12,Master's,0.24,0.61,0.35,Medium
Nurse,126080,1,High School,0.29,0.94,0.14,Low
Software Engineer,144438,4,High School,0.86,1.02,0.5,Medium
Construction Worker,34844,22,PhD,0.14,0.77,0.77,High
Security Guard,47639,21,Bachelor's,0.68,1.05,0.87,High
Construction Worker,86041,3,Master's,0.37,1.44,0.79,High
Teacher,68575,2,Master's,0.46,1.22,0.14,Low
AI Engineer,120150,14,High School,0.76,1.13,0.18,Low
Truck Driver,42485,16,High School,0.48,0.79,0.94,High
Software Engineer,103147,13,Master's,0.04,0.7,0.56,Medium
Customer Support,66598,8,PhD,0.59,0.94,0.77,High
Retail Worker,132916,27,PhD,0.3,0.95,0.88,High
Truck Driver,41311,3,PhD,0.31,1.01,0.72,High
Marketing Manager,139940,6,PhD,0.01,0.51,0.52,Medium
Marketing Manager,124930,9,High School,0.13,1.29,0.7,Medium
UX Researcher,115639,9,PhD,0.98,0.51,0.5,Medium
Truck Driver,34123,16,Master's,0.83,1.03,0.72,High
Financial Analyst,98384,13,Bachelor's,0.63,0.57,0.37,Medium
Graphic Designer,102433,29,Master's,0.64,0.66,0.42,Medium
Marketing Manager,127550,15,Bachelor's,0.11,0.83,0.4,Medium
Software Engineer,76509,27,Master's,0.26,1.08,0.52,Medium
Financial Analyst,141075,11,High School,0.65,0.66,0.43,Medium
Teacher,35853,18,Master's,0.07,0.54,0.22,Low
Teacher,95311,28,High School,0.91,0.66,0.22,Low
Lawyer,145672,28,High School,0.73,1.46,0.48,Medium
Financial Analyst,107045,5,Bachelor's,0.17,1.3,0.4,Medium
Lawyer,68211,4,PhD,0.2,0.91,0.52,Medium
HR Specialist,58454,29,PhD,0.52,0.63,0.35,Medium
Financial Analyst,97855,3,Master's,0.19,0.5,0.34,Medium
Construction Worker,127891,23,PhD,1,0.51,0.74,High
UX Researcher,120094,25,PhD,0.66,1.07,0.69,Medium
Construction Worker,130621,21,High School,0,1.31,0.74,High
Mechanic,141579,13,PhD,0.8,0.87,0.36,Medium
Retail Worker,64907,10,PhD,0.79,0.87,0.88,High
Nurse,147754,11,Bachelor's,0.72,0.53,0.24,Low
Nurse,61937,1,High School,0.54,0.87,0.27,Low
Data Scientist,41593,25,Bachelor's,0.49,0.7,0.64,Medium
Research Scientist,75337,2,Master's,0.23,0.85,0.18,Low
Mechanic,147553,19,High School,0.23,1.26,0.51,Medium
UX Researcher,69114,24,Master's,0.81,1.4,0.4,Medium
Chef,142467,3,Master's,0.61,0.65,0.35,Medium
Truck Driver,95410,0,High School,0.49,1.23,0.82,High
Nurse,44802,16,PhD,0.59,1.25,0.13,Low
Marketing Manager,62611,3,PhD,0.93,0.93,0.66,Medium
Construction Worker,58419,26,PhD,0.03,0.87,0.71,High
Financial Analyst,74852,28,Bachelor's,0.14,1.3,0.48,Medium
UX Researcher,125640,2,High School,0.29,0.89,0.5,Medium
Security Guard,112654,15,High School,0.82,0.75,0.74,High
Customer Support,57476,5,PhD,0.13,1.01,0.76,High
Mechanic,109398,18,PhD,0.58,0.77,0.33,Medium
Truck Driver,139240,10,PhD,0.68,0.85,0.92,High
Data Scientist,143089,15,Bachelor's,0.68,0.58,0.47,Medium
Data Scientist,145632,18,PhD,0,1.21,0.59,Medium
Doctor,104657,5,Master's,0.63,0.67,0.27,Low
Financial Analyst,44835,8,Master's,0.23,0.98,0.48,Medium
Software Engineer,43830,6,Bachelor's,0.8,1.31,0.47,Medium
Construction Worker,67293,25,Master's,0.01,0.6,0.78,High
AI Engineer,68690,13,Bachelor's,0.88,0.6,0.16,Low
AI Engineer,45234,1,Master's,0.4,0.9,0.24,Low
Financial Analyst,120052,3,Bachelor's,0.39,0.76,0.66,Medium
Data Scientist,40270,19,High School,0.51,0.99,0.62,Medium
Graphic Designer,52562,3,PhD,0.41,0.64,0.55,Medium
Financial Analyst,52065,27,Bachelor's,0.86,1,0.41,Medium
Lawyer,66183,0,High School,0.22,1.15,0.32,Medium
HR Specialist,67098,17,Master's,0.48,0.91,0.49,Medium
Construction Worker,74143,7,High School,0.58,1.42,0.9,High
AI Engineer,149245,11,Master's,0.21,1.3,0.16,Low
Security Guard,112802,7,Bachelor's,0.96,0.88,0.75,High
Teacher,76611,8,High School,0.48,1.43,0.1,Low
Teacher,48609,0,PhD,0.45,0.69,0.12,Low
Financial Analyst,138629,15,PhD,0.37,0.81,0.36,Medium
Financial Analyst,53481,4,Bachelor's,0.2,0.7,0.35,Medium
UX Researcher,60412,17,Master's,0.11,1.18,0.35,Medium
Teacher,137271,4,PhD,0.47,0.93,0.25,Low
Nurse,37612,16,High School,0.04,1.19,0.3,Low
UX Researcher,87623,12,High School,0.94,0.72,0.62,Medium
HR Specialist,84503,2,Bachelor's,0.81,1.08,0.56,Medium
Doctor,140427,23,PhD,0.53,0.5,0.25,Low
Teacher,73281,15,High School,0.1,0.74,0.14,Low
HR Specialist,66492,3,High School,0.01,0.91,0.59,Medium
Data Scientist,52368,8,PhD,0.01,0.76,0.49,Medium
Security Guard,113302,14,Master's,0.7,0.59,0.9,High
Chef,80901,17,Master's,0.77,0.62,0.58,Medium
UX Researcher,68197,23,High School,0.87,0.89,0.62,Medium
Teacher,101721,9,Master's,0.22,0.91,0.15,Low
Mechanic,125101,12,Bachelor's,0.52,0.62,0.39,Medium
Security Guard,143605,3,Master's,0.13,0.67,0.87,High
Financial Analyst,124183,10,PhD,0.99,1.23,0.46,Medium
Teacher,81907,12,Master's,0.64,1.39,0.28,Low
Software Engineer,130231,29,High School,0.31,1.22,0.38,Medium
Truck Driver,50893,6,PhD,0.36,1.17,0.84,High
Research Scientist,34273,13,PhD,0.64,0.88,0.09,Low
Research Scientist,129941,0,PhD,0.73,1.09,0.24,Low
Truck Driver,65310,0,High School,0.43,1.21,0.8,High
UX Researcher,111301,15,High School,0.47,1.13,0.57,Medium
Graphic Designer,125325,25,PhD,0.8,0.74,0.5,Medium
Customer Support,53070,20,Master's,0.68,1.22,0.81,High
Teacher,137582,2,High School,0.74,1.24,0.17,Low
Software Engineer,77851,13,Master's,0.75,1.26,0.65,Medium
HR Specialist,94690,17,PhD,0.22,1.22,0.37,Medium
Marketing Manager,106145,25,High School,0.43,0.96,0.51,Medium
Teacher,144256,4,PhD,0.46,1.09,0.1,Low
Nurse,94322,12,Bachelor's,0.48,0.86,0.29,Low
Retail Worker,97504,3,Bachelor's,0.49,0.66,0.87,High
Graphic Designer,64897,11,Master's,0.91,0.97,0.36,Medium
Lawyer,53425,18,Master's,0.92,1.17,0.4,Medium
Lawyer,69426,26,PhD,0.28,1.15,0.38,Medium
Lawyer,69801,0,Bachelor's,0.48,1.22,0.62,Medium
Lawyer,102904,1,High School,0.74,1.35,0.34,Medium
Customer Support,72020,6,Bachelor's,0.54,1.15,0.77,High
Lawyer,59362,18,Master's,0.27,0.8,0.65,Medium
Security Guard,113366,20,Master's,0.53,1.4,0.72,High
AI Engineer,114142,21,PhD,0.62,1.35,0.11,Low
Marketing Manager,94197,3,Bachelor's,0.24,1.36,0.55,Medium
Financial Analyst,73518,2,High School,0.21,0.63,0.4,Medium
Mechanic,138460,20,Bachelor's,0.65,0.99,0.6,Medium
Marketing Manager,38628,18,PhD,0.49,1.47,0.62,Medium
Software Engineer,72353,14,Master's,0.44,1.26,0.37,Medium
Lawyer,47054,19,Master's,0.56,1.38,0.31,Medium
Data Scientist,73489,2,Master's,0.32,0.93,0.34,Medium
Retail Worker,127014,11,Master's,0.92,1.41,0.7,Medium
AI Engineer,138569,22,Master's,0.74,1.21,0.07,Low
Security Guard,134371,6,Bachelor's,0.69,1.49,0.87,High
Mechanic,77687,28,Bachelor's,0.03,0.72,0.45,Medium
Truck Driver,40128,23,Master's,0.86,0.71,0.86,High
Research Scientist,105505,12,Bachelor's,0.47,0.52,0.07,Low
Customer Support,37109,19,High School,0.05,1.21,0.91,High
Financial Analyst,97672,7,Bachelor's,0.47,1.09,0.7,Medium
Mechanic,149593,19,High School,0.3,1.24,0.52,Medium
AI Engineer,81108,6,Master's,0.48,0.9,0.17,Low
Graphic Designer,77197,3,Bachelor's,0.83,1.39,0.61,Medium
Customer Support,113499,6,Master's,0.17,0.93,0.94,High
Truck Driver,133462,6,Master's,0.26,1.07,0.87,High
HR Specialist,96393,13,Master's,0.49,1.47,0.61,Medium
Construction Worker,99226,11,High School,0.26,0.76,0.93,High
Construction Worker,55483,1,Bachelor's,0.13,1.39,0.88,High
UX Researcher,35499,27,Master's,0.27,0.64,0.58,Medium
Retail Worker,59737,15,Bachelor's,0.92,0.99,0.9,High
Retail Worker,40364,0,Master's,0.37,1.3,0.71,High
UX Researcher,97954,20,Master's,0.41,1.47,0.48,Medium
Customer Support,36534,24,High School,0.8,0.75,0.71,High
Research Scientist,85012,4,Master's,0.53,0.63,0.17,Low
Construction Worker,94712,25,High School,0.46,1.23,0.8,High
Teacher,124580,12,Bachelor's,0.69,1.17,0.29,Low
UX Researcher,89151,8,PhD,0.08,0.86,0.5,Medium
Data Scientist,100529,26,Bachelor's,0.03,1.09,0.68,Medium
Retail Worker,127054,27,Master's,0.49,1.43,0.77,High
AI Engineer,68899,11,Bachelor's,0.76,0.7,0.28,Low
Chef,102564,14,High School,0.43,1.34,0.64,Medium
HR Specialist,47928,17,High School,0.78,0.81,0.32,Medium
Security Guard,48560,21,PhD,0.93,1.39,0.93,High
Truck Driver,81290,20,PhD,0.43,1.48,0.78,High
Customer Support,63897,4,High School,0.03,1.33,0.79,High
Software Engineer,124752,29,PhD,0.94,1.06,0.3,Low
Software Engineer,78008,19,Bachelor's,0.78,1.22,0.52,Medium
Truck Driver,75018,16,High School,0.55,0.93,0.83,High
Doctor,94407,11,PhD,0.13,1.46,0.07,Low
AI Engineer,43096,26,PhD,0.63,0.98,0.3,Low
Research Scientist,65504,14,Master's,0.56,1.02,0.18,Low
Lawyer,115692,16,High School,0.63,1.01,0.49,Medium
Truck Driver,72971,9,High School,0.1,1.07,0.8,High
Doctor,75456,27,Master's,0.88,1.49,0.14,Low
Marketing Manager,42929,12,High School,0.79,1.47,0.36,Medium
HR Specialist,87735,6,PhD,0.32,1.48,0.59,Medium
Chef,69029,23,High School,0.61,0.73,0.6,Medium
UX Researcher,50387,18,Master's,0.2,1.13,0.63,Medium
Customer Support,94918,29,PhD,0.93,0.52,0.86,High
Graphic Designer,56154,26,PhD,0.24,1.18,0.35,Medium
Retail Worker,141634,0,PhD,0.78,1.36,0.7,Medium
Construction Worker,50377,0,PhD,0.94,1.39,0.93,High
Lawyer,74516,10,High School,0.53,1.25,0.44,Medium
HR Specialist,129895,29,High School,0.24,0.53,0.59,Medium
Mechanic,41329,24,Bachelor's,0.33,0.72,0.68,Medium
Truck Driver,40013,21,High School,0.97,1.12,0.83,High
Financial Analyst,120777,5,Bachelor's,0.28,1.43,0.66,Medium
Graphic Designer,107011,24,Master's,0.72,0.86,0.5,Medium
Mechanic,116377,6,PhD,0.36,0.79,0.54,Medium
Software Engineer,67630,25,High School,0.78,1.21,0.41,Medium
Doctor,96360,15,Master's,0.66,0.8,0.07,Low
Nurse,103850,7,Master's,0.29,0.9,0.22,Low
AI Engineer,117133,23,High School,0.09,0.61,0.29,Low
Nurse,125065,13,Master's,0.89,0.5,0.18,Low
Security Guard,147600,8,Master's,0.19,0.92,0.82,High
Software Engineer,96333,15,Master's,0.82,0.54,0.5,Medium
Mechanic,126847,29,High School,0.73,0.95,0.51,Medium
Truck Driver,92244,20,PhD,0.85,0.53,0.75,High
Doctor,93810,28,High School,0.5,0.57,0.15,Low
AI Engineer,127211,12,PhD,0.62,0.54,0.17,Low
Mechanic,35455,12,High School,0.38,0.64,0.5,Medium
Retail Worker,37289,16,Master's,0.95,1.38,0.73,High
Customer Support,81428,5,Master's,0.56,0.82,0.82,High
Mechanic,123890,22,Master's,0.16,1.1,0.4,Medium
Graphic Designer,67422,2,PhD,0.47,1.28,0.44,Medium
Financial Analyst,62947,12,Bachelor's,0.22,0.72,0.35,Medium
Security Guard,149554,3,High School,0.26,1.29,0.93,High
AI Engineer,66497,8,High School,0.15,0.64,0.18,Low
Software Engineer,91140,6,Master's,0.11,0.55,0.39,Medium
Graphic Designer,147342,14,High School,1,1.27,0.63,Medium
Research Scientist,119647,23,Bachelor's,0.28,1.16,0.15,Low
Customer Support,31234,28,High School,0.31,0.97,0.76,High
Retail Worker,34677,0,Master's,0.94,0.99,0.72,High
Data Scientist,125288,8,Master's,0.92,0.93,0.37,Medium
Security Guard,77540,13,PhD,0.55,1.25,0.85,High
Mechanic,62953,29,High School,0.26,0.97,0.56,Medium
Retail Worker,99754,1,Master's,0.18,0.6,0.76,High
Financial Analyst,114865,26,High School,0.34,1.09,0.7,Medium
Retail Worker,59904,9,Bachelor's,0.24,1.18,0.92,High
Chef,53473,25,Master's,0.25,0.67,0.43,Medium
Construction Worker,34564,0,Bachelor's,0.2,0.62,0.91,High
HR Specialist,128259,26,Master's,0.37,1.01,0.61,Medium
Graphic Designer,144486,28,Master's,0.75,0.7,0.53,Medium
Data Scientist,136766,3,Master's,0.17,0.88,0.51,Medium
Chef,139097,23,Bachelor's,0.47,0.82,0.44,Medium
Customer Support,97004,8,Bachelor's,0.18,0.94,0.78,High
Construction Worker,87143,25,Bachelor's,0.35,1.24,0.86,High
Research Scientist,86668,20,Bachelor's,0.89,1.18,0.12,Low
Chef,45027,5,Bachelor's,0.43,1.21,0.43,Medium
Marketing Manager,86546,8,Bachelor's,0.11,1.37,0.51,Medium
Chef,101621,7,Master's,0.22,1.01,0.37,Medium
Graphic Designer,114191,24,PhD,0.73,0.56,0.68,Medium
Teacher,41918,24,High School,0.53,0.56,0.26,Low
Customer Support,130213,10,PhD,0.14,1.01,0.72,High
Chef,88561,22,Master's,0.16,1.13,0.51,Medium
Research Scientist,132013,1,High School,0.58,0.68,0.09,Low
Security Guard,67010,19,Bachelor's,0.41,1.42,0.95,High
Marketing Manager,131807,7,Master's,0.18,1.21,0.59,Medium
Graphic Designer,117563,2,High School,0.28,1.24,0.55,Medium
Nurse,51798,0,PhD,0.08,0.66,0.27,Low
Data Scientist,73701,25,Master's,0.4,1.19,0.32,Medium
Graphic Designer,135959,29,High School,0.43,0.93,0.52,Medium
Mechanic,129721,14,Master's,0.12,0.98,0.48,Medium
Nurse,98132,29,High School,0.15,0.79,0.15,Low
HR Specialist,132945,5,Master's,0.1,1.44,0.41,Medium
Graphic Designer,141318,10,High School,0.59,0.63,0.36,Medium
Chef,114005,26,PhD,0.77,1.38,0.6,Medium
Data Scientist,107974,6,Bachelor's,0.41,0.72,0.43,Medium
Teacher,96214,27,Master's,0.15,1.28,0.16,Low
Research Scientist,89876,10,Master's,0.35,0.68,0.12,Low
Graphic Designer,144947,14,Master's,0.71,0.73,0.52,Medium
Marketing Manager,129590,18,Master's,0.6,1.3,0.48,Medium
AI Engineer,147129,29,PhD,0.35,1.07,0.13,Low
Nurse,107417,7,High School,0.59,1.39,0.2,Low
Mechanic,75631,9,Bachelor's,0.68,0.54,0.63,Medium
Marketing Manager,85753,3,High School,0.55,0.89,0.33,Medium
HR Specialist,91138,28,Bachelor's,0.2,1.01,0.62,Medium
Customer Support,106258,19,PhD,0.55,0.58,0.9,High
Nurse,140514,10,Bachelor's,0.9,1.26,0.26,Low
Truck Driver,47762,5,Bachelor's,0.38,1.33,0.74,High
Data Scientist,101060,4,Master's,0.07,0.68,0.41,Medium
Software Engineer,37361,7,PhD,0.66,1.28,0.35,Medium
Retail Worker,47736,22,Master's,0.56,1.46,0.71,High
Graphic Designer,57814,1,PhD,0.39,0.56,0.5,Medium
Software Engineer,135636,22,High School,0.9,1.02,0.57,Medium
Lawyer,124697,12,Bachelor's,0.62,1.44,0.44,Medium
Security Guard,132887,9,Master's,0.05,1.21,0.88,High
Graphic Designer,104336,21,Master's,0.21,0.84,0.44,Medium
Security Guard,143398,11,High School,0.25,0.52,0.82,High
Graphic Designer,143546,8,Master's,0.39,1.34,0.35,Medium
Retail Worker,132676,23,Master's,0.34,0.99,0.91,High
Mechanic,54569,29,PhD,0.38,0.67,0.61,Medium
Construction Worker,124093,12,Bachelor's,0.77,1.04,0.93,High
Truck Driver,83638,15,Bachelor's,0.46,0.7,0.76,High
AI Engineer,126765,21,Bachelor's,0.03,1.08,0.2,Low
Research Scientist,121190,16,High School,0.01,0.68,0.21,Low
Teacher,84916,13,High School,0.15,0.9,0.14,Low
Truck Driver,125462,13,Bachelor's,0.76,1.27,0.9,High
Mechanic,74838,15,Master's,0.55,1.06,0.45,Medium
UX Researcher,113253,10,Master's,0.89,0.78,0.39,Medium
Chef,111546,6,PhD,0.09,1.11,0.54,Medium
Customer Support,140217,21,High School,0.05,0.54,0.71,High
Software Engineer,107576,7,High School,0.01,1.41,0.5,Medium
Security Guard,89849,19,PhD,0.19,1.32,0.8,High
UX Researcher,133970,23,Master's,0.51,0.87,0.48,Medium
Financial Analyst,65340,11,High School,0.28,0.59,0.5,Medium
Construction Worker,94605,27,Master's,0.8,0.83,0.84,High
Graphic Designer,132025,3,Bachelor's,0.55,0.87,0.65,Medium
Chef,42623,8,PhD,0.53,1.07,0.63,Medium
Teacher,82913,27,Bachelor's,0.77,0.86,0.12,Low
Lawyer,39159,4,Master's,0.25,1.21,0.36,Medium
Retail Worker,70294,16,PhD,0.76,0.63,0.94,High
AI Engineer,110381,9,Bachelor's,0.35,0.84,0.26,Low
Truck Driver,142488,4,PhD,0.98,0.8,0.77,High
UX Researcher,35749,24,High School,0.62,0.68,0.42,Medium
